Price_Change_Category,Trade_Volume,Trend_Strength,Sector
Big Rise,Very High,Moderate Gain,Industrial
Big Drop,Very High,Moderate Loss,Industrial
Big Drop,Very High,Strong Loss,Industrial
Small Drop,Very High,Small Loss,Industrial
Big Rise,Very High,Moderate Gain,Industrial
Small Drop,Very High,Small Loss,Industrial
Big Drop,Very High,Moderate Loss,Industrial
Small Drop,Very High,Small Loss,Industrial
Small Rise,Very High,Small Gain,Industrial
Big Drop,Very High,Strong Loss,Industrial
Big Rise,Very High,Strong Gain,Industrial
Big Rise,Very High,Moderate Gain,Industrial
Big Rise,Very High,Moderate Gain,Industrial
Big Drop,Very High,Strong Loss,Industrial
Big Rise,Very High,Moderate Gain,Industrial
Big Drop,Very High,Strong Loss,Industrial
Big Drop,Very High,Moderate Loss,Industrial
Big Drop,Very High,Strong Loss,Industrial
Big Rise,Very High,Moderate Gain,Industrial
Big Rise,Very High,Moderate Gain,Industrial
Big Drop,Very High,Moderate Loss,Industrial
Big Drop,Very High,Moderate Loss,Industrial
Small Drop,Very High,Small Loss,Industrial
Big Rise,Very High,Strong Gain,Industrial
Big Rise,Very High,Moderate Gain,Industrial
Small Drop,Very High,Small Loss,Industrial
Big Rise,Very High,Small Gain,Industrial
Big Rise,Very High,Small Gain,Industrial
Small Drop,Very High,Small Loss,Industrial
Small Drop,Very High,Small Loss,Industrial
Big Rise,Very High,Moderate Gain,Industrial
Small Drop,Very High,Small Loss,Industrial
Big Rise,Very High,Moderate Gain,Industrial
Small Rise,Very High,Small Gain,Industrial
Big Drop,Very High,Moderate Loss,Industrial
Big Drop,Very High,Strong Loss,Industrial
Big Drop,Very High,Moderate Loss,Industrial
Small Rise,Very High,Small Gain,Industrial
Big Drop,High,Moderate Loss,Industrial
Small Drop,Very High,Small Loss,Industrial
Small Drop,Very High,Small Loss,Industrial
Small Drop,Very High,Small Loss,Industrial
Small Drop,Very High,Small Loss,Industrial
Big Drop,Very High,Moderate Loss,Industrial
Big Rise,High,Moderate Gain,Industrial
Big Drop,High,Strong Loss,Industrial
Small Rise,High,Moderate Gain,Industrial
Big Rise,High,Moderate Gain,Industrial
Big Drop,High,Moderate Loss,Industrial
Big Drop,High,Strong Loss,Industrial
Small Drop,High,Moderate Loss,Industrial
Small Rise,Very High,Small Gain,Industrial
Big Drop,Very High,Strong Loss,Industrial
Small Rise,High,Small Gain,Industrial
Big Rise,Very High,Moderate Gain,Industrial
Big Drop,High,Moderate Loss,Industrial
Big Rise,Very High,Moderate Gain,Industrial
Small Rise,Very High,Small Gain,Industrial
Small Rise,Very High,Small Gain,Industrial
Big Drop,Very High,Moderate Loss,Industrial
Small Rise,Very High,Small Gain,Industrial
Big Drop,Very High,Strong Loss,Industrial
Small Drop,Very High,Small Loss,Industrial
Small Rise,Very High,Small Gain,Industrial
Small Rise,Very High,Small Gain,Industrial
Big Rise,Very High,Strong Gain,Industrial
Small Rise,Very High,Small Gain,Industrial
Big Rise,Very High,Moderate Gain,Industrial
Big Drop,Very High,Moderate Loss,Industrial
Small Drop,Very High,Small Loss,Industrial
Big Drop,Very High,Moderate Loss,Industrial
Big Rise,Very High,Moderate Gain,Industrial
Small Drop,Very High,Small Loss,Industrial
Big Rise,Very High,Moderate Gain,Industrial
Big Rise,Very High,Strong Gain,Industrial
Big Rise,Very High,Moderate Gain,Industrial
Small Drop,Very High,Small Loss,Industrial
Small Drop,Very High,Small Loss,Industrial
Big Rise,Very High,Strong Gain,Industrial
Small Rise,Very High,Small Gain,Industrial
Big Drop,Very High,Moderate Loss,Industrial
Small Rise,High,Small Gain,Industrial
Big Drop,Very High,Moderate Loss,Industrial
Big Drop,Very High,Moderate Loss,Industrial
Big Drop,Very High,Moderate Loss,Industrial
Big Drop,Very High,Moderate Loss,Industrial
Small Drop,High,Small Loss,Industrial
Small Rise,Very High,Small Gain,Industrial
Big Drop,Very High,Strong Loss,Industrial
Small Drop,Very High,Small Loss,Industrial
Small Drop,Very High,Small Loss,Industrial
Small Drop,Very High,Small Loss,Industrial
Small Drop,Very High,Moderate Loss,Industrial
Big Rise,Very High,Moderate Gain,Industrial
Small Drop,High,Small Loss,Industrial
Big Drop,Very High,Strong Loss,Industrial
Small Drop,Very High,Small Loss,Industrial
Small Drop,Very High,Small Loss,Industrial
Small Drop,Very High,Moderate Loss,Industrial
Big Rise,Very High,Moderate Gain,Industrial
Small Rise,Very High,Small Gain,Industrial
Big Rise,High,Moderate Gain,Industrial
Small Rise,High,Small Gain,Industrial
Small Drop,High,Small Loss,Industrial
Small Drop,High,Small Loss,Industrial
Big Rise,High,Moderate Gain,Industrial
Small Rise,High,Small Gain,Industrial
Small Rise,High,Moderate Gain,Industrial
Small Drop,Very High,Small Loss,Industrial
Big Rise,High,Moderate Gain,Industrial
Big Rise,Very High,Moderate Gain,Industrial
Small Rise,Very High,Small Gain,Industrial
Big Drop,High,Moderate Loss,Industrial
Small Rise,High,Small Gain,Industrial
Small Drop,High,Moderate Loss,Industrial
Big Rise,High,Moderate Gain,Industrial
Small Rise,High,Small Gain,Industrial
Big Rise,High,Moderate Gain,Industrial
Small Rise,Very High,Small Gain,Industrial
Big Rise,Very High,Moderate Gain,Industrial
Big Rise,Very High,Moderate Gain,Industrial
Big Rise,Very High,Strong Gain,Industrial
Small Rise,Very High,Small Gain,Industrial
Small Rise,Very High,Small Gain,Industrial
Big Drop,Very High,Moderate Loss,Industrial
Small Rise,High,Small Gain,Industrial
Small Drop,High,Small Loss,Industrial
Small Rise,High,Small Gain,Industrial
Small Rise,High,Small Gain,Industrial
Small Drop,High,Small Loss,Industrial
Small Drop,High,Small Loss,Industrial
Big Rise,High,Moderate Gain,Industrial
Big Drop,High,Moderate Loss,Industrial
Small Drop,High,Small Loss,Industrial
Small Rise,High,Small Gain,Industrial
Small Rise,High,Small Gain,Industrial
Big Rise,High,Moderate Gain,Industrial
Big Drop,High,Strong Loss,Industrial
Small Drop,High,Small Loss,Industrial
Big Drop,High,Moderate Loss,Industrial
Small Drop,High,Small Loss,Industrial
Small Drop,Very High,Small Loss,Industrial
Big Drop,High,Moderate Loss,Industrial
Small Drop,High,Moderate Loss,Industrial
Small Rise,High,Small Gain,Industrial
Big Rise,Very High,Moderate Gain,Industrial
Small Rise,High,Small Gain,Industrial
Small Drop,High,Small Loss,Industrial
Big Drop,High,Moderate Loss,Industrial
Small Rise,High,Small Gain,Industrial
Small Rise,High,Small Gain,Industrial
Small Rise,High,Small Gain,Industrial
Small Rise,High,Small Gain,Industrial
Small Drop,High,Small Loss,Industrial
Small Drop,High,Small Loss,Industrial
Big Drop,Very High,Strong Loss,Industrial
Small Drop,Very High,Small Loss,Industrial
Small Drop,High,Moderate Loss,Industrial
Small Drop,Very High,Small Loss,Industrial
Small Rise,High,Small Gain,Industrial
Big Drop,Very High,Moderate Loss,Industrial
Small Drop,High,Small Loss,Industrial
Small Rise,High,Moderate Gain,Industrial
Small Drop,High,Small Loss,Industrial
Small Rise,Very High,Moderate Gain,Industrial
Small Rise,Very High,Small Gain,Industrial
Big Drop,Very High,Strong Loss,Industrial
Small Rise,Very High,Small Gain,Industrial
Small Rise,Very High,Small Gain,Industrial
Small Rise,Very High,Small Gain,Industrial
Big Rise,Very High,Strong Gain,Industrial
Big Drop,Very High,Strong Loss,Industrial
Small Rise,High,Small Gain,Industrial
Small Drop,Very High,Moderate Loss,Industrial
Small Drop,High,Small Loss,Industrial
Small Rise,High,Small Gain,Industrial
Small Rise,Very High,Moderate Gain,Industrial
Small Rise,High,Small Gain,Industrial
Big Rise,Very High,Moderate Gain,Industrial
Small Rise,High,Small Gain,Industrial
Big Drop,High,Moderate Loss,Industrial
Big Rise,High,Moderate Gain,Industrial
Small Drop,High,Small Loss,Industrial
Small Drop,High,Moderate Loss,Industrial
Big Drop,Very High,Strong Loss,Industrial
Small Rise,Very High,Moderate Gain,Industrial
Small Drop,High,Small Loss,Industrial
Small Rise,High,Small Gain,Industrial
Small Drop,High,Small Loss,Industrial
Big Drop,High,Moderate Loss,Industrial
Big Rise,Very High,Strong Gain,Industrial
Big Rise,Very High,Moderate Gain,Industrial
Small Drop,Very High,Moderate Loss,Industrial
Small Drop,Very High,Small Loss,Industrial
Small Drop,High,Small Loss,Industrial
Big Rise,High,Moderate Gain,Industrial
Small Drop,High,Small Loss,Industrial
Small Rise,High,Small Gain,Industrial
Big Rise,High,Moderate Gain,Industrial
Small Rise,High,Small Gain,Industrial
Small Drop,Low,Small Loss,Industrial
Small Drop,High,Small Loss,Industrial
Small Drop,High,Small Loss,Industrial
Big Rise,Very High,Strong Gain,Industrial
Small Drop,High,Small Loss,Industrial
Small Drop,High,Small Loss,Industrial
Small Drop,High,Small Loss,Industrial
Big Drop,High,Moderate Loss,Industrial
Small Rise,High,Small Gain,Industrial
Small Rise,High,Small Gain,Industrial
Small Drop,High,Small Loss,Industrial
Big Rise,High,Moderate Gain,Industrial
Big Drop,High,Moderate Loss,Industrial
Big Drop,High,Moderate Loss,Industrial
Small Drop,High,Small Loss,Industrial
Small Drop,High,Small Loss,Industrial
Small Drop,High,Small Loss,Industrial
Small Rise,High,Moderate Gain,Industrial
Big Rise,High,Moderate Gain,Industrial
Big Drop,High,Moderate Loss,Industrial
Small Rise,High,Moderate Gain,Industrial
Small Drop,Low,Small Loss,Industrial
Small Rise,Low,Small Gain,Industrial
Small Rise,High,Small Gain,Industrial
Small Rise,Low,Small Gain,Industrial
Small Drop,High,Moderate Loss,Industrial
Small Drop,High,Small Loss,Industrial
Small Drop,High,Moderate Loss,Industrial
Small Rise,High,Small Gain,Industrial
Small Rise,High,Small Gain,Industrial
Small Rise,High,Moderate Gain,Industrial
Small Rise,High,Small Gain,Industrial
Small Rise,High,Small Gain,Industrial
Small Rise,High,Small Gain,Industrial
Small Rise,High,Small Gain,Industrial
Small Drop,Low,Small Loss,Industrial
Small Drop,High,Small Loss,Industrial
Big Rise,High,Moderate Gain,Industrial
Big Rise,High,Strong Gain,Industrial
Small Rise,High,Small Gain,Industrial
Big Rise,High,Moderate Gain,Industrial
Small Drop,High,Small Loss,Industrial
Small Rise,High,Moderate Gain,Industrial
Small Drop,High,Moderate Loss,Industrial
Big Rise,High,Moderate Gain,Industrial
Big Rise,Very High,Strong Gain,Industrial
Big Rise,Very High,Moderate Gain,Industrial
Small Drop,High,Small Loss,Industrial
Small Drop,High,Small Loss,Industrial
Small Rise,High,Small Gain,Industrial
Small Drop,High,Small Loss,Industrial
Big Drop,High,Moderate Loss,Industrial
Small Drop,High,Small Loss,Industrial
Small Rise,High,Small Gain,Industrial
Big Rise,High,Moderate Gain,Industrial
Small Rise,High,Small Gain,Industrial
Big Drop,High,Moderate Loss,Industrial
Small Drop,High,Small Loss,Industrial
Small Drop,High,Small Loss,Industrial
Small Drop,High,Small Loss,Industrial
Small Drop,High,Small Loss,Industrial
Small Rise,High,Small Gain,Industrial
Small Drop,High,Small Loss,Industrial
Small Rise,High,Small Gain,Industrial
Small Drop,High,Small Loss,Industrial
Big Rise,High,Moderate Gain,Industrial
Small Rise,High,Small Gain,Industrial
Small Drop,High,Small Loss,Industrial
Small Rise,High,Small Gain,Industrial
Big Rise,High,Moderate Gain,Industrial
Small Drop,High,Small Loss,Industrial
Small Drop,High,Moderate Loss,Industrial
Small Rise,High,Small Gain,Industrial
Big Rise,High,Moderate Gain,Industrial
Big Rise,Very High,Moderate Gain,Industrial
Big Rise,Very High,Strong Gain,Industrial
Small Rise,Very High,Small Gain,Industrial
Small Rise,Very High,Small Gain,Industrial
Small Drop,High,Small Loss,Industrial
Small Rise,Very High,Moderate Gain,Industrial
Small Rise,High,Small Gain,Industrial
Small Drop,High,Small Loss,Industrial
Small Drop,High,Small Loss,Industrial
Big Drop,High,Moderate Loss,Industrial
Small Rise,High,Small Gain,Industrial
Small Drop,High,Small Loss,Industrial
Small Rise,High,Small Gain,Industrial
Small Drop,High,Small Loss,Industrial
Small Drop,High,Small Loss,Industrial
Small Drop,High,Small Loss,Industrial
Small Rise,High,Small Gain,Industrial
Big Rise,High,Moderate Gain,Industrial
Big Drop,High,Moderate Loss,Industrial
Big Drop,High,Moderate Loss,Industrial
Small Drop,Low,Small Loss,Industrial
Small Drop,Low,Small Loss,Industrial
Small Drop,High,Small Loss,Industrial
Small Drop,High,Small Loss,Industrial
Small Rise,Low,Small Gain,Industrial
Small Rise,High,Small Gain,Industrial
Small Drop,High,Small Loss,Industrial
Small Drop,Low,Small Loss,Industrial
Big Drop,High,Moderate Loss,Industrial
Small Drop,High,Small Loss,Industrial
Small Rise,High,Small Gain,Industrial
Big Rise,High,Moderate Gain,Industrial
Small Drop,High,Small Loss,Industrial
Small Rise,High,Small Gain,Industrial
Small Drop,Very High,Moderate Loss,Industrial
Big Rise,Very High,Strong Gain,Industrial
Big Rise,High,Strong Gain,Industrial
Big Rise,Very High,Strong Gain,Industrial
Small Rise,High,Small Gain,Industrial
Small Rise,Very High,Small Gain,Industrial
Small Drop,High,Small Loss,Industrial
Small Drop,High,Small Loss,Industrial
Big Rise,High,Moderate Gain,Industrial
Big Rise,Very High,Moderate Gain,Industrial
Small Rise,High,Small Gain,Industrial
Big Rise,High,Moderate Gain,Industrial
Small Drop,High,Small Loss,Industrial
Big Rise,High,Moderate Gain,Industrial
Small Rise,High,Small Gain,Industrial
Big Rise,High,Moderate Gain,Industrial
Big Rise,Very High,Moderate Gain,Industrial
Big Rise,Very High,Moderate Gain,Industrial
Big Drop,Very High,Moderate Loss,Industrial
Big Drop,Very High,Moderate Loss,Industrial
Big Rise,High,Small Gain,Industrial
Big Drop,High,Moderate Loss,Industrial
Small Rise,High,Small Gain,Industrial
Big Rise,High,Strong Gain,Industrial
Big Drop,High,Moderate Loss,Industrial
Big Rise,High,Moderate Gain,Industrial
Small Rise,High,Small Gain,Industrial
Small Rise,Very High,Small Gain,Industrial
Big Drop,Very High,Strong Loss,Industrial
Small Rise,Very High,Small Gain,Industrial
Small Drop,Very High,Small Loss,Industrial
Big Drop,High,Moderate Loss,Industrial
Small Drop,High,Small Loss,Industrial
Big Drop,High,Strong Loss,Industrial
Small Drop,High,Small Loss,Industrial
Small Rise,High,Small Gain,Industrial
Big Drop,High,Moderate Loss,Industrial
Small Rise,High,Small Gain,Industrial
Small Rise,High,Small Gain,Industrial
Small Drop,High,Small Loss,Industrial
Small Rise,High,Small Gain,Industrial
Small Rise,Low,Small Gain,Industrial
Big Drop,High,Small Loss,Industrial
Small Rise,High,Small Gain,Industrial
Small Drop,Low,Small Loss,Industrial
Small Rise,High,Small Gain,Industrial
Small Drop,High,Small Loss,Industrial
Small Rise,High,Small Gain,Industrial
Small Rise,High,Small Gain,Industrial
Small Drop,Very High,Small Loss,Industrial
Big Rise,High,Moderate Gain,Industrial
Small Rise,High,Small Gain,Industrial
Big Drop,High,Moderate Loss,Industrial
Big Drop,High,Moderate Loss,Industrial
Small Drop,High,Small Loss,Industrial
Small Drop,High,Small Loss,Industrial
Small Rise,High,Small Gain,Industrial
Small Drop,High,Small Loss,Industrial
Small Drop,High,Small Loss,Industrial
Small Drop,High,Small Loss,Industrial
Small Rise,High,Small Gain,Industrial
Big Rise,Very High,Moderate Gain,Industrial
Big Drop,Very High,Strong Loss,Industrial
Big Rise,Very High,Moderate Gain,Industrial
Small Rise,High,Small Gain,Industrial
Small Rise,High,Small Gain,Industrial
Small Drop,High,Small Loss,Industrial
Big Drop,High,Moderate Loss,Industrial
Small Drop,High,Small Loss,Industrial
Small Drop,High,Small Loss,Industrial
Big Rise,High,Moderate Gain,Industrial
Small Drop,High,Small Loss,Industrial
Big Drop,High,Moderate Loss,Industrial
Big Drop,High,Moderate Loss,Industrial
Big Rise,High,Moderate Gain,Industrial
Big Rise,High,Small Gain,Industrial
Big Drop,High,Moderate Loss,Industrial
Big Rise,High,Moderate Gain,Industrial
Big Drop,Very High,Strong Loss,Industrial
Small Rise,High,Small Gain,Industrial
Small Drop,High,Small Loss,Industrial
Big Rise,High,Moderate Gain,Industrial
Small Rise,High,Small Gain,Industrial
Small Drop,High,Small Loss,Industrial
Big Rise,High,Moderate Gain,Industrial
Small Rise,High,Small Gain,Industrial
Small Drop,High,Small Loss,Industrial
Small Rise,High,Small Gain,Industrial
Small Drop,High,Small Loss,Industrial
Big Drop,High,Small Loss,Industrial
Small Rise,High,Small Gain,Industrial
Big Rise,High,Moderate Gain,Industrial
Small Drop,High,Small Loss,Industrial
Big Drop,High,Moderate Loss,Industrial
Small Rise,High,Small Gain,Industrial
Small Drop,High,Small Loss,Industrial
Big Drop,High,Small Loss,Industrial
Big Drop,High,Moderate Loss,Industrial
Small Drop,High,Small Loss,Industrial
Small Rise,High,Small Gain,Industrial
Small Drop,High,Small Loss,Industrial
Small Rise,High,Small Gain,Industrial
Big Rise,High,Moderate Gain,Industrial
Small Drop,High,Small Loss,Industrial
Small Rise,High,Small Gain,Industrial
Small Drop,High,Small Loss,Industrial
Big Rise,High,Moderate Gain,Industrial
Small Drop,High,Small Loss,Industrial
Big Rise,High,Moderate Gain,Industrial
Small Rise,Low,Small Gain,Industrial
Small Rise,High,Small Gain,Industrial
Small Drop,High,Small Loss,Industrial
Small Rise,High,Small Gain,Industrial
Big Drop,High,Moderate Loss,Industrial
Small Rise,High,Small Gain,Industrial
Small Rise,High,Small Gain,Industrial
Small Drop,High,Small Loss,Industrial
Small Drop,High,Small Loss,Industrial
Small Drop,High,Small Loss,Industrial
Small Drop,High,Small Loss,Industrial
Small Rise,High,Small Gain,Industrial
Big Drop,High,Moderate Loss,Industrial
Big Drop,High,Moderate Loss,Industrial
Small Rise,High,Small Gain,Industrial
Small Rise,High,Small Gain,Industrial
Big Rise,High,Moderate Gain,Industrial
Big Rise,Very High,Strong Gain,Industrial
Small Drop,High,Small Loss,Industrial
Big Rise,High,Moderate Gain,Industrial
Small Drop,High,Small Loss,Industrial
Small Rise,High,Small Gain,Industrial
Small Rise,High,Small Gain,Industrial
Small Drop,High,Small Loss,Industrial
Big Rise,High,Moderate Gain,Industrial
Small Drop,High,Small Loss,Industrial
Small Rise,High,Small Gain,Industrial
Big Drop,High,Moderate Loss,Industrial
Big Rise,High,Moderate Gain,Industrial
Small Rise,Low,Small Gain,Industrial
Small Rise,High,Small Gain,Industrial
Small Drop,High,Small Loss,Industrial
Big Rise,High,Moderate Gain,Industrial
Small Rise,Low,Small Gain,Industrial
Small Rise,Low,Small Gain,Industrial
Small Rise,Low,Small Gain,Industrial
Small Drop,Low,Small Loss,Industrial
Big Drop,High,Small Loss,Industrial
Small Rise,Low,Small Gain,Industrial
Small Drop,Low,Small Loss,Industrial
Small Rise,Low,Small Gain,Industrial
Big Drop,High,Moderate Loss,Industrial
Big Rise,Very High,Strong Gain,Industrial
Small Drop,Very High,Small Loss,Industrial
Big Rise,Very High,Moderate Gain,Industrial
Big Rise,Very High,Moderate Gain,Industrial
Small Rise,High,Small Gain,Industrial
Small Drop,High,Small Loss,Industrial
Small Drop,High,Small Loss,Industrial
Small Drop,High,Small Loss,Industrial
Small Rise,High,Small Gain,Industrial
Big Drop,High,Moderate Loss,Industrial
Small Rise,High,Small Gain,Industrial
Small Drop,Low,Small Loss,Industrial
Big Rise,High,Moderate Gain,Industrial
Small Rise,High,Small Gain,Industrial
Small Rise,High,Small Gain,Industrial
Big Drop,High,Small Loss,Industrial
Big Drop,High,Moderate Loss,Industrial
Small Drop,High,Small Loss,Industrial
Small Rise,High,Small Gain,Industrial
Small Rise,High,Small Gain,Industrial
Big Rise,High,Moderate Gain,Industrial
Big Rise,High,Moderate Gain,Industrial
Small Drop,High,Small Loss,Industrial
Small Drop,High,Small Loss,Industrial
Small Drop,High,Small Loss,Industrial
Big Rise,Very High,Strong Gain,Industrial
Small Rise,Very High,Small Gain,Industrial
Big Drop,Very High,Moderate Loss,Industrial
Big Rise,Very High,Strong Gain,Industrial
Big Drop,Very High,Moderate Loss,Industrial
Small Rise,High,Small Gain,Industrial
Big Rise,Very High,Moderate Gain,Industrial
Big Drop,Very High,Small Loss,Industrial
Small Rise,Very High,Small Gain,Industrial
Small Drop,Very High,Small Loss,Industrial
Big Drop,Very High,Moderate Loss,Industrial
Small Rise,Very High,Small Gain,Industrial
Small Rise,Very High,Small Gain,Industrial
Big Rise,High,Moderate Gain,Industrial
Big Drop,High,Moderate Loss,Industrial
Big Drop,High,Moderate Loss,Industrial
Small Rise,High,Small Gain,Industrial
Small Drop,High,Small Loss,Industrial
Small Rise,High,Small Gain,Industrial
Small Drop,High,Small Loss,Industrial
Big Rise,High,Moderate Gain,Industrial
Big Rise,High,Moderate Gain,Industrial
Big Drop,High,Small Loss,Industrial
Big Drop,High,Moderate Loss,Industrial
Big Drop,High,Moderate Loss,Industrial
Small Rise,High,Small Gain,Industrial
Big Rise,Very High,Strong Gain,Industrial
Big Drop,High,Moderate Loss,Industrial
Big Drop,High,Small Loss,Industrial
Big Rise,High,Small Gain,Industrial
Small Rise,Low,Small Gain,Industrial
Big Rise,Very High,Strong Gain,Industrial
Big Rise,Very High,Moderate Gain,Industrial
Small Rise,Very High,Small Gain,Industrial
Big Rise,High,Moderate Gain,Industrial
Small Rise,Very High,Small Gain,Industrial
Small Drop,High,Small Loss,Industrial
Big Drop,Very High,Moderate Loss,Industrial
Big Drop,High,Moderate Loss,Industrial
Big Rise,High,Small Gain,Industrial
Big Drop,High,Small Loss,Industrial
Big Drop,High,Moderate Loss,Industrial
Big Rise,Very High,Moderate Gain,Industrial
Big Drop,High,Small Loss,Industrial
Small Drop,High,Small Loss,Industrial
Big Drop,High,Small Loss,Industrial
Big Drop,High,Moderate Loss,Industrial
Big Rise,High,Small Gain,Industrial
Big Rise,High,Moderate Gain,Industrial
Small Drop,High,Small Loss,Industrial
Small Drop,High,Small Loss,Industrial
Small Rise,High,Small Gain,Industrial
Big Rise,High,Small Gain,Industrial
Small Drop,High,Small Loss,Industrial
Big Rise,High,Small Gain,Industrial
Big Drop,Very High,Strong Loss,Industrial
Big Rise,High,Small Gain,Industrial
Small Rise,High,Small Gain,Industrial
Small Rise,High,Small Gain,Industrial
Small Rise,High,Small Gain,Industrial
Big Rise,High,Small Gain,Industrial
Small Drop,High,Small Loss,Industrial
Big Drop,High,Moderate Loss,Industrial
Small Rise,High,Small Gain,Industrial
Big Drop,High,Strong Loss,Industrial
Small Drop,High,Small Loss,Industrial
Big Drop,High,Moderate Loss,Industrial
Small Rise,High,Small Gain,Industrial
Small Rise,High,Small Gain,Industrial
Big Drop,High,Moderate Loss,Industrial
Big Rise,High,Moderate Gain,Industrial
Big Rise,High,Moderate Gain,Industrial
Small Rise,High,Small Gain,Industrial
Big Drop,High,Small Loss,Industrial
Big Drop,Very High,Moderate Loss,Industrial
Small Rise,High,Small Gain,Industrial
Small Rise,High,Small Gain,Industrial
Big Rise,High,Small Gain,Industrial
Small Drop,Low,Small Loss,Industrial
Small Rise,Low,Small Gain,Industrial
Small Drop,Low,Small Loss,Industrial
Big Drop,Low,Small Loss,Industrial
Small Drop,Low,Small Loss,Industrial
Big Rise,Low,Small Gain,Industrial
Big Rise,High,Moderate Gain,Industrial
Small Rise,High,Small Gain,Industrial
Big Drop,High,Moderate Loss,Industrial
Small Rise,High,Small Gain,Industrial
Small Rise,Low,Small Gain,Industrial
Small Drop,High,Small Loss,Industrial
Big Drop,Very High,Strong Loss,Industrial
Big Rise,High,Moderate Gain,Industrial
Big Rise,High,Small Gain,Industrial
Big Drop,High,Small Loss,Industrial
Small Drop,High,Small Loss,Industrial
Small Rise,High,Small Gain,Industrial
Big Drop,High,Moderate Loss,Industrial
Big Drop,High,Small Loss,Industrial
Big Rise,High,Moderate Gain,Industrial
Small Rise,High,Small Gain,Industrial
Small Rise,High,Small Gain,Industrial
Big Drop,High,Small Loss,Industrial
Small Drop,Low,Small Loss,Industrial
Small Drop,High,Small Loss,Industrial
Small Drop,High,Small Loss,Industrial
Small Rise,Low,Small Gain,Industrial
Small Rise,High,Small Gain,Industrial
Big Drop,High,Small Loss,Industrial
Big Rise,Very High,Moderate Gain,Industrial
Small Drop,High,Small Loss,Industrial
Small Rise,High,Small Gain,Industrial
Small Drop,High,Small Loss,Industrial
Big Drop,Low,Small Loss,Industrial
Big Rise,Low,Small Gain,Industrial
Small Rise,High,Small Gain,Industrial
Big Drop,High,Moderate Loss,Industrial
Big Rise,High,Moderate Gain,Industrial
Small Drop,Low,Small Loss,Industrial
Big Rise,High,Moderate Gain,Industrial
Big Rise,High,Moderate Gain,Industrial
Small Drop,High,Small Loss,Industrial
Big Rise,Very High,Moderate Gain,Industrial
Big Drop,High,Small Loss,Industrial
Small Drop,High,Small Loss,Industrial
Big Drop,High,Moderate Loss,Industrial
Big Drop,Low,Small Loss,Industrial
Big Drop,High,Strong Loss,Industrial
Big Drop,High,Moderate Loss,Industrial
Big Drop,High,Moderate Loss,Industrial
Small Rise,High,Small Gain,Industrial
Small Drop,Low,Small Loss,Industrial
Big Drop,High,Strong Loss,Industrial
Big Drop,High,Moderate Loss,Industrial
Small Drop,High,Small Loss,Industrial
Small Drop,High,Small Loss,Industrial
Small Drop,High,Small Loss,Industrial
Big Drop,Very High,Moderate Loss,Industrial
Big Drop,Very High,Strong Loss,Industrial
Small Drop,High,Small Loss,Industrial
Big Rise,High,Strong Gain,Industrial
Big Drop,High,Moderate Loss,Industrial
Big Drop,High,Moderate Loss,Industrial
Big Rise,High,Moderate Gain,Industrial
Small Drop,Low,Small Loss,Industrial
Big Rise,Low,Small Gain,Industrial
Big Rise,High,Moderate Gain,Industrial
Big Drop,Low,Small Loss,Industrial
Big Rise,High,Moderate Gain,Industrial
Big Rise,Low,Small Gain,Industrial
Big Rise,High,Moderate Gain,Industrial
Small Drop,High,Small Loss,Industrial
Small Rise,High,Small Gain,Industrial
Big Drop,High,Moderate Loss,Industrial
Small Rise,High,Small Gain,Industrial
Big Drop,High,Moderate Loss,Industrial
Small Rise,Low,Small Gain,Industrial
Big Drop,Low,Moderate Loss,Industrial
Small Drop,Low,Small Loss,Industrial
Small Rise,Low,Small Gain,Industrial
Big Drop,High,Strong Loss,Industrial
Small Rise,High,Small Gain,Industrial
Small Rise,Low,Small Gain,Industrial
Big Drop,Low,Moderate Loss,Industrial
Big Rise,Low,Small Gain,Industrial
Big Rise,Low,Moderate Gain,Industrial
Big Rise,High,Moderate Gain,Industrial
Big Rise,Low,Small Gain,Industrial
Small Drop,Low,Small Loss,Industrial
Small Rise,Low,Small Gain,Industrial
Big Drop,Low,Small Loss,Industrial
Big Drop,Low,Small Loss,Industrial
Big Rise,High,Small Gain,Industrial
Small Drop,Low,Small Loss,Industrial
Small Rise,Low,Small Gain,Industrial
Small Rise,Low,Small Gain,Industrial
Big Rise,Low,Moderate Gain,Industrial
Small Rise,Low,Small Gain,Industrial
Big Drop,Low,Small Loss,Industrial
Small Rise,Low,Small Gain,Industrial
Big Drop,Low,Moderate Loss,Industrial
Small Rise,Low,Small Gain,Industrial
Big Rise,Low,Small Gain,Industrial
Big Rise,High,Moderate Gain,Industrial
Small Drop,Low,Small Loss,Industrial
Small Rise,Low,Small Gain,Industrial
Big Drop,Low,Small Loss,Industrial
Big Drop,High,Moderate Loss,Industrial
Big Rise,High,Moderate Gain,Industrial
Big Drop,Low,Small Loss,Industrial
Big Drop,High,Moderate Loss,Industrial
Small Drop,Low,Small Loss,Industrial
Big Drop,Low,Moderate Loss,Industrial
Small Drop,Low,Small Loss,Industrial
Big Rise,Low,Small Gain,Industrial
Big Drop,Low,Small Loss,Industrial
Small Drop,Low,Small Loss,Industrial
Small Drop,Low,Small Loss,Industrial
Small Rise,Low,Small Gain,Industrial
Small Rise,Low,Small Gain,Industrial
Big Rise,High,Moderate Gain,Industrial
Big Drop,Very High,Moderate Loss,Industrial
